V1	V2	V3	V4	V5	name	avg
chr1	116000000	117000000	117	13366	recombRate	1.86037
chr1	117000000	118000000	118	11298	recombRate	1.31627
chr1	118000000	119000000	119	16107	recombRate	0.354381
chr1	119000000	120000000	120	20427	recombRate	0.662781
chr1	120000000	121000000	121	10544	recombRate	0.28695
chr1	143000000	144000000	144	16314	recombRate	0.042354
chr1	144000000	145000000	145	8002	recombRate	0.042354
chr1	145000000	146000000	146	11868	recombRate	0.022535
chr1	146000000	147000000	147	9296	recombRate	0
chr1	147000000	148000000	148	9188	recombRate	0.254415
chr1	148000000	149000000	149	8354	recombRate	1.18831
chr1	149000000	150000000	150	15996	recombRate	1.18831
chr1	150000000	151000000	151	12217	recombRate	0.218956
chr1	151000000	152000000	152	11575	recombRate	0.856771
chr1	152000000	153000000	153	23197	recombRate	0.76571
chr1	153000000	154000000	154	18993	recombRate	0.610109
chr1	154000000	155000000	155	13749	recombRate	0.947186
chr1	155000000	156000000	156	11421	recombRate	1.25546
chr1	156000000	157000000	157	12763	recombRate	1.39976
chr1	157000000	158000000	158	22305	recombRate	1.03351
chr1	158000000	159000000	159	30758	recombRate	1.95224
chr1	159000000	160000000	160	25895	recombRate	2.16753
chr1	160000000	161000000	161	16320	recombRate	1.74346
chr1	161000000	162000000	162	12453	recombRate	1.13896
chr1	162000000	163000000	163	14248	recombRate	1.70872
chr1	163000000	164000000	164	28468	recombRate	1.41056
chr1	164000000	165000000	165	30610	recombRate	2.81021
chr1	165000000	166000000	166	18831	recombRate	1.61644
chr1	166000000	167000000	167	28006	recombRate	1.04086
chr1	167000000	168000000	168	13814	recombRate	2.28249
chr1	168000000	169000000	169	14054	recombRate	1.30773
chr1	169000000	170000000	170	13732	recombRate	1.45246
chr1	170000000	171000000	171	21872	recombRate	1.76566
chr1	171000000	172000000	172	16971	recombRate	0.648835
chr1	172000000	173000000	173	16952	recombRate	0.132118
chr1	173000000	174000000	174	15798	recombRate	1.26319
chr1	174000000	175000000	175	12851	recombRate	0.133073
chr1	175000000	176000000	176	23786	recombRate	1.33102
chr1	176000000	177000000	177	28101	recombRate	0.755905
chr1	177000000	178000000	178	27616	recombRate	0.8734
chr1	178000000	179000000	179	11736	recombRate	0.49525
chr1	179000000	180000000	180	15947	recombRate	0.51518
chr1	180000000	181000000	181	11768	recombRate	0.656214
chr1	181000000	182000000	182	23129	recombRate	1.83346
chr1	182000000	183000000	183	15797	recombRate	1.48939
chr1	183000000	184000000	184	12763	recombRate	1.05198
chr1	184000000	185000000	185	12531	recombRate	0.905121
chr1	185000000	186000000	186	13005	recombRate	0.482472
chr1	186000000	187000000	187	17467	recombRate	0.777922
chr1	187000000	188000000	188	28959	recombRate	0.836056
chr1	188000000	189000000	189	37011	recombRate	0.763551
chr1	189000000	190000000	190	38273	recombRate	0.370691
chr1	190000000	191000000	191	42777	recombRate	0.740561
chr1	191000000	192000000	192	35097	recombRate	0.158749
chr1	192000000	193000000	193	20239	recombRate	1.07066
chr1	193000000	194000000	194	21597	recombRate	1.46429
chr1	194000000	195000000	195	38062	recombRate	0.611659
chr1	195000000	196000000	196	39869	recombRate	0.288268
chr1	196000000	197000000	197	30604	recombRate	0.287619
chr1	197000000	198000000	198	18090	recombRate	0.665611
chr1	198000000	199000000	199	20174	recombRate	0.416733
chr1	199000000	200000000	200	24624	recombRate	0.645925
chr1	200000000	201000000	201	15052	recombRate	1.10941
chr1	201000000	202000000	202	13146	recombRate	3.24049
chr1	202000000	203000000	203	12274	recombRate	2.1805
chr1	203000000	204000000	204	14282	recombRate	1.9989
chr1	204000000	205000000	205	13335	recombRate	1.46629
chr1	205000000	206000000	206	12316	recombRate	1.6212
chr1	206000000	207000000	207	9147	recombRate	1.89244
chr1	207000000	208000000	208	13292	recombRate	0.475339
chr1	208000000	209000000	209	20946	recombRate	1.81887
chr1	209000000	210000000	210	28503	recombRate	1.61943
chr1	210000000	211000000	211	15525	recombRate	1.14636
chr1	211000000	212000000	212	16044	recombRate	0.579525
chr1	212000000	213000000	213	11652	recombRate	0.957879
chr1	213000000	214000000	214	17097	recombRate	1.85875
chr1	214000000	215000000	215	17199	recombRate	1.39385
chr1	215000000	216000000	216	19715	recombRate	0.357549
chr1	216000000	217000000	217	23633	recombRate	2.4471
chr1	217000000	218000000	218	20829	recombRate	1.69318
chr1	218000000	219000000	219	21156	recombRate	1.03463
chr1	219000000	220000000	220	17649	recombRate	0.463365
chr1	220000000	221000000	221	14346	recombRate	0.916776
chr1	221000000	222000000	222	23479	recombRate	0.836559
chr1	222000000	223000000	223	15158	recombRate	0.552677
chr1	223000000	224000000	224	13264	recombRate	0.847678
chr1	224000000	225000000	225	12097	recombRate	0.652775
chr1	225000000	226000000	226	14549	recombRate	0.631687
chr1	226000000	227000000	227	12739	recombRate	0.751111
chr1	227000000	228000000	228	13727	recombRate	0.95442
chr1	228000000	229000000	229	14737	recombRate	0.95442
chr1	229000000	230000000	230	14830	recombRate	0.826075
chr1	230000000	231000000	231	14076	recombRate	1.54
chr1	231000000	232000000	232	12072	recombRate	0.68
chr1	232000000	233000000	233	15220	recombRate	2.80769
chr1	233000000	234000000	234	22602	recombRate	1.77681
chr1	234000000	235000000	235	20617	recombRate	2.3057
chr1	235000000	236000000	236	11329	recombRate	2.47673
chr1	236000000	237000000	237	14928	recombRate	2.8672
chr1	237000000	238000000	238	22303	recombRate	2.41235
chr1	238000000	239000000	239	29912	recombRate	2.41235
chr1	239000000	240000000	240	30860	recombRate	2.19161
chr1	240000000	241000000	241	31609	recombRate	3.01897
chr1	241000000	242000000	242	27580	recombRate	2.32045
chr1	242000000	243000000	243	25980	recombRate	2.77015
chr1	243000000	244000000	244	15571	recombRate	0.89862
chr1	244000000	245000000	245	15343	recombRate	3.31838
chr1	245000000	246000000	246	14831	recombRate	3.25033
chr1	246000000	247000000	247	13179	recombRate	1.88017
chr1	247000000	248000000	248	23468	recombRate	1.92338
chr1	248000000	249000000	249	28884	recombRate	0.26911
chr10	0	1000000	1834	10114	recombRate	1.99914
chr10	1000000	2000000	1835	19586	recombRate	2.59026
chr10	2000000	3000000	1836	26532	recombRate	5.13761
chr10	3000000	4000000	1837	15197	recombRate	3.57295
chr10	4000000	5000000	1838	12964	recombRate	2.47229
chr10	5000000	6000000	1839	13449	recombRate	2.3273
chr10	6000000	7000000	1840	16163	recombRate	2.37274
chr10	7000000	8000000	1841	16499	recombRate	1.97549
chr10	8000000	9000000	1842	28357	recombRate	2.72229
chr10	9000000	10000000	1843	31419	recombRate	1.58739
chr10	10000000	11000000	1844	27093	recombRate	1.03254
chr10	11000000	12000000	1845	13533	recombRate	1.65018
chr10	12000000	13000000	1846	15868	recombRate	2.44946
chr10	13000000	14000000	1847	12962	recombRate	2.71878
chr10	14000000	15000000	1848	14608	recombRate	1.77782
chr10	15000000	16000000	1849	17639	recombRate	2.21346
chr10	16000000	17000000	1850	19989	recombRate	2.32363
chr10	17000000	18000000	1851	11804	recombRate	1.61859
chr10	18000000	19000000	1852	16406	recombRate	1.31808
chr10	19000000	20000000	1853	34163	recombRate	0.92269
chr10	20000000	21000000	1854	32528	recombRate	0.695666
chr10	21000000	22000000	1855	17165	recombRate	0.659391
chr10	22000000	23000000	1856	12181	recombRate	0.282253
chr10	23000000	24000000	1857	15960	recombRate	0.665323
chr10	24000000	25000000	1858	19963	recombRate	1.83392
chr10	25000000	26000000	1859	17301	recombRate	0.91953
chr10	26000000	27000000	1860	23341	recombRate	1.22993
chr10	27000000	28000000	1861	13350	recombRate	0.899834
chr10	28000000	29000000	1862	19190	recombRate	1.76647
chr10	29000000	30000000	1863	13199	recombRate	2.19494
chr10	30000000	31000000	1864	16098	recombRate	3.19502
chr10	31000000	32000000	1865	14371	recombRate	0.870835
chr10	32000000	33000000	1866	12550	recombRate	0.303833
chr10	33000000	34000000	1867	15142	recombRate	0.534187
chr10	34000000	35000000	1868	14567	recombRate	0.791694
chr10	35000000	36000000	1869	11903	recombRate	0.70449
chr10	36000000	37000000	1870	28380	recombRate	0.764128
chr10	37000000	38000000	1871	36036	recombRate	0.725872
chr10	38000000	39000000	1872	25301	recombRate	0
chr10	43000000	44000000	1877	14305	recombRate	0.724584
chr10	44000000	45000000	1878	22565	recombRate	0.722659
chr10	45000000	46000000	1879	19788	recombRate	0.710162
chr10	46000000	47000000	1880	4511	recombRate	0.710162
chr10	47000000	48000000	1881	9464	recombRate	0.710162
chr10	48000000	49000000	1882	7999	recombRate	0.710162
chr10	49000000	50000000	1883	11144	recombRate	0.632152
chr10	50000000	51000000	1884	22263	recombRate	0.742219
chr10	51000000	52000000	1885	4445	recombRate	0.514494
chr10	52000000	53000000	1886	16152	recombRate	0.32784
chr10	53000000	54000000	1887	19874	recombRate	0.880317
chr10	54000000	55000000	1888	25423	recombRate	1.63825
chr10	55000000	56000000	1889	34020	recombRate	0.373873
chr10	56000000	57000000	1890	33476	recombRate	1.0927
chr10	57000000	58000000	1891	34614	recombRate	0.678549
chr10	58000000	59000000	1892	28088	recombRate	0.253785
chr10	59000000	60000000	1893	23295	recombRate	0.473843
chr10	60000000	61000000	1894	14401	recombRate	0.505224
chr10	61000000	62000000	1895	17813	recombRate	2.2564
chr10	62000000	63000000	1896	15005	recombRate	0.891356
chr10	63000000	64000000	1897	12719	recombRate	1.13849
chr10	64000000	65000000	1898	14180	recombRate	0.328613
chr10	65000000	66000000	1899	13902	recombRate	0.839992
chr10	66000000	67000000	1900	23735	recombRate	0.515895
chr10	67000000	68000000	1901	23137	recombRate	0.661437
chr10	68000000	69000000	1902	27486	recombRate	0.942277
chr10	69000000	70000000	1903	16560	recombRate	0.749675
chr10	70000000	71000000	1904	10153	recombRate	0.978444
chr10	71000000	72000000	1905	12152	recombRate	2.68243
chr10	72000000	73000000	1906	12434	recombRate	2.82804
chr10	73000000	74000000	1907	11592	recombRate	2.27869
chr10	74000000	75000000	1908	9044	recombRate	0.657124
chr10	75000000	76000000	1909	8906	recombRate	0.02732
chr10	76000000	77000000	1910	9316	recombRate	0.434548
chr10	77000000	78000000	1911	10865	recombRate	0.980981
chr10	78000000	79000000	1912	14685	recombRate	1.49764
chr10	79000000	80000000	1913	11713	recombRate	1.16786
chr10	80000000	81000000	1914	11335	recombRate	1.37467
chr10	81000000	82000000	1915	11121	recombRate	1.42702
chr10	82000000	83000000	1916	19335	recombRate	1.15996
chr10	83000000	84000000	1917	30879	recombRate	1.26369
chr10	84000000	85000000	1918	32085	recombRate	0.656725
chr10	85000000	86000000	1919	28485	recombRate	1.85766
chr10	86000000	87000000	1920	18079	recombRate	0.716866
chr10	87000000	88000000	1921	18471	recombRate	0.672926
chr10	88000000	89000000	1922	9624	recombRate	0.37066
chr10	89000000	90000000	1923	8672	recombRate	0.355094
chr10	90000000	91000000	1924	10344	recombRate	1.27679
chr10	91000000	92000000	1925	17435	recombRate	1.1208
chr10	92000000	93000000	1926	21923	recombRate	1.21213
chr10	93000000	94000000	1927	9361	recombRate	0.285992
chr10	94000000	95000000	1928	10242	recombRate	1.25151
chr10	95000000	96000000	1929	11779	recombRate	2.02098
chr10	96000000	97000000	1930	17983	recombRate	0.269062
chr10	97000000	98000000	1931	10416	recombRate	0.865956
chr10	98000000	99000000	1932	11683	recombRate	1.41951
chr10	99000000	100000000	1933	9981	recombRate	1.30863
chr10	100000000	101000000	1934	14353	recombRate	1.04199
chr10	101000000	102000000	1935	10525	recombRate	0.083029
chr10	102000000	103000000	1936	11534	recombRate	1.37552
chr10	103000000	104000000	1937	9368	recombRate	0.693118
chr10	104000000	105000000	1938	9108	recombRate	0.238412
chr10	105000000	106000000	1939	9979	recombRate	0.599098
chr10	106000000	107000000	1940	25703	recombRate	0.533847
chr10	107000000	108000000	1941	36021	recombRate	0.71
chr10	108000000	109000000	1942	24985	recombRate	0.926838
chr10	109000000	110000000	1943	28174	recombRate	0.971042
chr10	110000000	111000000	1944	28612	recombRate	0.45664
chr10	111000000	112000000	1945	16499	recombRate	1.03257
chr10	112000000	113000000	1946	11357	recombRate	1.00291
chr10	113000000	114000000	1947	17742	recombRate	0.506877
chr10	114000000	115000000	1948	10479	recombRate	1.39199
chr10	115000000	116000000	1949	12145	recombRate	1.88205
chr10	116000000	117000000	1950	11411	recombRate	2.41908
chr10	117000000	118000000	1951	21601	recombRate	1.24074
chr10	118000000	119000000	1952	15197	recombRate	1.60739
chr10	119000000	120000000	1953	14730	recombRate	2.60595
chr10	120000000	121000000	1954	12756	recombRate	1.54124
chr10	121000000	122000000	1955	11640	recombRate	1.71459
chr10	122000000	123000000	1956	18479	recombRate	1.55046
chr10	123000000	124000000	1957	14067	recombRate	2.21967
chr10	124000000	125000000	1958	15367	recombRate	1.31241
chr10	125000000	126000000	1959	17911	recombRate	2.54875
chr10	126000000	127000000	1960	10500	recombRate	2.70633
chr10	127000000	128000000	1961	14899	recombRate	2.80564
chr10	128000000	129000000	1962	12993	recombRate	2.16882
chr10	129000000	130000000	1963	17818	recombRate	1.96482
chr10	130000000	131000000	1964	31164	recombRate	5.53431
chr10	131000000	132000000	1965	18949	recombRate	3.21296
chr10	132000000	133000000	1966	28783	recombRate	3.44454
chr10	133000000	134000000	1967	18219	recombRate	3.088
chr10	134000000	135000000	1968	13654	recombRate	1.09338
chr11	0	1000000	1969	9995	recombRate	0
chr11	1000000	2000000	1970	14649	recombRate	1.37837
chr11	2000000	3000000	1971	13478	recombRate	2.42508
chr11	3000000	4000000	1972	11027	recombRate	1.97264
chr11	4000000	5000000	1973	22829	recombRate	1.73727
chr11	5000000	6000000	1974	28413	recombRate	2.25665
chr11	6000000	7000000	1975	15785	recombRate	1.62394
chr11	7000000	8000000	1976	19488	recombRate	1.967
chr11	8000000	9000000	1977	14239	recombRate	2.23836
chr11	9000000	10000000	1978	10432	recombRate	0.896412
chr11	10000000	11000000	1979	11085	recombRate	1.02429
chr11	11000000	12000000	1980	12309	recombRate	2.7957
chr11	12000000	13000000	1981	10410	recombRate	1.7637
chr11	13000000	14000000	1982	13517	recombRate	0.643132
chr11	14000000	15000000	1983	11821	recombRate	0.425479
chr11	15000000	16000000	1984	14240	recombRate	1.23217
chr11	16000000	17000000	1985	11551	recombRate	1.15675
chr11	17000000	18000000	1986	13200	recombRate	1.89045
chr11	18000000	19000000	1987	14524	recombRate	1.02453
chr11	19000000	20000000	1988	13770	recombRate	4.43614
chr11	20000000	21000000	1989	20442	recombRate	2.71422
chr11	21000000	22000000	1990	26817	recombRate	1.44685
chr11	22000000	23000000	1991	22190	recombRate	1.43138
chr11	23000000	24000000	1992	23004	recombRate	1.39898
chr11	24000000	25000000	1993	27272	recombRate	1.73887
chr11	25000000	26000000	1994	33380	recombRate	1.17741
chr11	26000000	27000000	1995	20939	recombRate	0.979342
chr11	27000000	28000000	1996	15189	recombRate	0.829666
chr11	28000000	29000000	1997	19575	recombRate	0.527445
chr11	29000000	30000000	1998	25670	recombRate	1.00777
chr11	30000000	31000000	1999	21703	recombRate	0.93964
chr11	31000000	32000000	2000	18762	recombRate	0.274118
chr11	32000000	33000000	2001	17870	recombRate	0.481247
chr11	33000000	34000000	2002	11474	recombRate	2.65681
chr11	34000000	35000000	2003	11700	recombRate	0.876613
chr11	35000000	36000000	2004	11804	recombRate	1.5371
chr11	36000000	37000000	2005	18127	recombRate	2.1758
chr11	37000000	38000000	2006	35799	recombRate	1.05825
chr11	38000000	39000000	2007	34786	recombRate	0.130413
chr11	39000000	40000000	2008	38926	recombRate	0.64006
chr11	40000000	41000000	2009	40182	recombRate	0.504181
chr11	41000000	42000000	2010	33588	recombRate	0.825759
chr11	42000000	43000000	2011	36097	recombRate	0.544365
chr11	43000000	44000000	2012	19355	recombRate	0.876731
chr11	44000000	45000000	2013	12948	recombRate	3.14891
chr11	45000000	46000000	2014	14288	recombRate	0.598912
chr11	46000000	47000000	2015	10057	recombRate	0.275286
chr11	47000000	48000000	2016	10710	recombRate	0.125802
chr11	48000000	49000000	2017	31600	recombRate	0
chr11	49000000	50000000	2018	31388	recombRate	0.052498
chr11	50000000	51000000	2019	30159	recombRate	0.077736
chr11	55000000	56000000	2024	38636	recombRate	0
chr11	56000000	57000000	2025	27864	recombRate	0.107302
chr11	57000000	58000000	2026	13926	recombRate	0.132698
chr11	58000000	59000000	2027	19346	recombRate	0.303984
chr11	59000000	60000000	2028	15133	recombRate	0.446388
chr11	60000000	61000000	2029	14788	recombRate	1.30659
chr11	61000000	62000000	2030	11859	recombRate	1.31586
chr11	62000000	63000000	2031	13998	recombRate	1.19794
chr11	63000000	64000000	2032	13146	recombRate	0.966997
chr11	64000000	65000000	2033	13318	recombRate	0.915263
chr11	65000000	66000000	2034	11491	recombRate	0.887043
chr11	66000000	67000000	2035	11154	recombRate	0.472075
chr11	67000000	68000000	2036	11849	recombRate	0.267014
chr11	68000000	69000000	2037	12633	recombRate	1.96792
chr11	69000000	70000000	2038	14225	recombRate	1.93965
chr11	70000000	71000000	2039	15298	recombRate	1.54168
chr11	71000000	72000000	2040	14040	recombRate	0.764469
chr11	72000000	73000000	2041	11337	recombRate	1.13609
chr11	73000000	74000000	2042	10157	recombRate	1.03465
chr11	74000000	75000000	2043	11544	recombRate	0.423241
chr11	75000000	76000000	2044	10763	recombRate	0.677384
chr11	76000000	77000000	2045	12300	recombRate	1.51652
chr11	77000000	78000000	2046	10629	recombRate	0.46625
chr11	78000000	79000000	2047	15472	recombRate	1.48215
chr11	79000000	80000000	2048	27895	recombRate	2.03619
chr11	80000000	81000000	2049	32845	recombRate	0.743698
chr11	81000000	82000000	2050	34715	recombRate	0.61018
chr11	82000000	83000000	2051	19323	recombRate	0.589886
chr11	83000000	84000000	2052	18844	recombRate	0.543405
chr11	84000000	85000000	2053	26691	recombRate	0.44521
chr11	85000000	86000000	2054	13685	recombRate	0.152285
chr11	86000000	87000000	2055	11185	recombRate	1.22462
chr11	87000000	88000000	2056	15173	recombRate	0.751913
chr11	88000000	89000000	2057	20236	recombRate	0.160384
chr11	89000000	90000000	2058	16926	recombRate	0.43413
chr11	90000000	91000000	2059	34512	recombRate	0.660062
chr11	91000000	92000000	2060	29076	recombRate	0.44532
chr11	92000000	93000000	2061	20390	recombRate	1.04376
chr11	93000000	94000000	2062	15164	recombRate	0.401556
chr11	94000000	95000000	2063	11549	recombRate	0.938673
chr11	95000000	96000000	2064	11045	recombRate	1.83612
chr11	96000000	97000000	2065	23823	recombRate	2.13731
chr11	97000000	98000000	2066	34759	recombRate	0.609863
chr11	98000000	99000000	2067	36968	recombRate	1.14629
chr11	99000000	100000000	2068	34408	recombRate	0.489527
chr11	100000000	101000000	2069	20939	recombRate	0.869311
chr11	101000000	102000000	2070	21414	recombRate	0.559351
chr11	102000000	103000000	2071	12126	recombRate	0.589755
chr11	103000000	104000000	2072	20868	recombRate	0.613196
chr11	104000000	105000000	2073	18825	recombRate	0.545058
chr11	105000000	106000000	2074	19154	recombRate	0.800423
chr11	106000000	107000000	2075	23786	recombRate	0.482158
chr11	107000000	108000000	2076	15017	recombRate	0.570009
chr11	108000000	109000000	2077	10962	recombRate	0.660982
chr11	109000000	110000000	2078	17768	recombRate	0.801203
chr11	110000000	111000000	2079	12725	recombRate	0.783302
chr11	111000000	112000000	2080	10879	recombRate	0.995003
chr11	112000000	113000000	2081	15385	recombRate	1.76548
chr11	113000000	114000000	2082	14875	recombRate	1.53794
chr11	114000000	115000000	2083	20938	recombRate	1.41852
chr11	115000000	116000000	2084	18613	recombRate	0.828781
chr11	116000000	117000000	2085	14164	recombRate	1.9371
chr11	117000000	118000000	2086	12689	recombRate	2.03554
chr11	118000000	119000000	2087	10687	recombRate	0.637939
chr11	119000000	120000000	2088	13178	recombRate	1.29967
chr11	120000000	121000000	2089	13443	recombRate	2.01344
chr11	121000000	122000000	2090	18045	recombRate	1.33774
chr11	122000000	123000000	2091	18311	recombRate	2.26264
chr11	123000000	124000000	2092	21271	recombRate	2.44594
chr11	124000000	125000000	2093	19337	recombRate	1.14609
chr11	125000000	126000000	2094	12181	recombRate	1.27218
chr11	126000000	127000000	2095	15858	recombRate	3.08704
chr11	127000000	128000000	2096	28687	recombRate	0.187962
chr11	128000000	129000000	2097	12906	recombRate	2.72912
chr11	129000000	130000000	2098	14318	recombRate	2.71233
chr11	130000000	131000000	2099	15535	recombRate	2.71233
chr11	131000000	132000000	2100	28945	recombRate	2.98536
chr11	132000000	133000000	2101	28496	recombRate	2.85207
chr11	133000000	134000000	2102	24925	recombRate	2.33552
chr11	134000000	135000000	2103	17188	recombRate	0
chr12	0	1000000	2104	11796	recombRate	1.23875
chr12	1000000	2000000	2105	11003	recombRate	3.21507
chr12	2000000	3000000	2106	16617	recombRate	1.81095
chr12	3000000	4000000	2107	13292	recombRate	4.38132
chr12	4000000	5000000	2108	18364	recombRate	3.42288
chr12	5000000	6000000	2109	20620	recombRate	2.28102
chr12	6000000	7000000	2110	12664	recombRate	2.59233
chr12	7000000	8000000	2111	19243	recombRate	3.1886
chr12	8000000	9000000	2112	15960	recombRate	1.59639
chr12	9000000	10000000	2113	12916	recombRate	0.521644
chr12	10000000	11000000	2114	16755	recombRate	1.06539
chr12	11000000	12000000	2115	13860	recombRate	1.62053
chr12	12000000	13000000	2116	10701	recombRate	2.64846
chr12	13000000	14000000	2117	17937	recombRate	1.76208
chr12	14000000	15000000	2118	16359	recombRate	1.61707
chr12	15000000	16000000	2119	15297	recombRate	0.689749
chr12	16000000	17000000	2120	17844	recombRate	1.65969
chr12	17000000	18000000	2121	31561	recombRate	0.245735
